lap,time,velocity,lookahead,x,y
1,2.0004825592041016,3.568028211593628,1.9748711585998535,-2.1359674064737764,-7.957682382825242
1,2.0045950412750244,3.568028211593628,1.9748711585998535,-2.162357834889162,-7.982400148496196
1,2.0132133960723877,3.568028211593628,1.9748711585998535,-2.162357834889162,-7.982400148496196
1,2.0140531063079834,3.568028211593628,1.9748711585998535,-2.162357834889162,-7.982400148496196
1,2.019055128097534,3.568028211593628,1.9748711585998535,-2.188879863066635,-8.006842663253943
1,2.0211007595062256,3.568028211593628,1.9748711585998535,-2.188879863066635,-8.006842663253943
1,2.0284664630889893,3.500854730606079,1.9376912117004395,-2.2155153923551203,-8.030957007718806
1,2.0290188789367676,3.500854730606079,1.9376912117004395,-2.2155153923551203,-8.030957007718806
1,2.032583713531494,3.500854730606079,1.9376912117004395,-2.2155153923551203,-8.030957007718806
1,2.0364980697631836,3.500854730606079,1.9376912117004395,-2.2422143454834735,-8.054738434667163
1,2.040091037750244,3.500854730606079,1.9376912117004395,-2.2422143454834735,-8.054738434667163
1,2.0459702014923096,3.500854730606079,1.9376912117004395,-2.2690182779474073,-8.078186488342077
1,2.049421548843384,3.500854730606079,1.9376912117004395,-2.2690182779474073,-8.078186488342077
1,2.0538971424102783,3.500854730606079,1.9376912117004395,-2.2690182779474073,-8.078186488342077
1,2.056234121322632,3.500854730606079,1.9376912117004395,-2.2959261305454857,-8.101339397361995
1,2.060450792312622,3.500854730606079,1.9376912117004395,-2.2959261305454857,-8.101339397361995
1,2.0644662380218506,3.500854730606079,1.9376912117004395,-2.3229701002079235,-8.124189228455856
1,2.0681231021881104,3.500854730606079,1.9376912117004395,-2.3229701002079235,-8.124189228455856
1,2.0721940994262695,3.4336814880371094,1.900511384010315,-2.3229701002079235,-8.124189228455856
1,2.077526330947876,3.4336814880371094,1.900511384010315,-2.3500930820272194,-8.146727961415504
1,2.0823137760162354,3.4336814880371094,1.900511384010315,-2.3500930820272194,-8.146727961415504
1,2.084804058074951,3.4336814880371094,1.900511384010315,-2.3772812344674397,-8.168909649536797
1,2.0883426666259766,3.4336814880371094,1.900511384010315,-2.3772812344674397,-8.168909649536797
1,2.0938074588775635,3.4336814880371094,1.900511384010315,-2.3772812344674397,-8.168909649536797
1,2.096106767654419,3.4336814880371094,1.900511384010315,-2.4045391773952525,-8.190777648393185
1,2.1005842685699463,3.4336814880371094,1.900511384010315,-2.4045391773952525,-8.190777648393185
1,2.1080162525177,3.4336814880371094,1.900511384010315,-2.4319028381939636,-8.212326479773909
1,2.1095197200775146,3.4336814880371094,1.900511384010315,-2.4319028381939636,-8.212326479773909
1,2.1124892234802246,3.4336814880371094,1.900511384010315,-2.4319028381939636,-8.212326479773909
1,2.119593858718872,3.4336814880371094,1.900511384010315,-2.459368749179523,-8.233591949435601
1,2.119983434677124,3.4336814880371094,1.900511384010315,-2.459368749179523,-8.233591949435601
1,2.125183582305908,3.3665080070495605,1.8633315563201904,-2.486913789314942,-8.254524492946471
