0.107179, 9.49346, 2.25785
0.107475, 9.47467, 2.25152
0.107657, 9.45572, 2.24565
0.107794, 9.43662, 2.24026
0.107913, 9.41775, 2.23543
0.113533, 9.39943, 2.23122
0.121367, 9.38153, 2.2276
0.12969, 9.36397, 2.22453
0.140316, 9.34668, 2.22199
0.150865, 9.3296, 2.21996
0.16989, 9.31269, 2.21841
0.170367, 9.2959, 2.21732
0.179297, 9.27922, 2.21665
0.199548, 9.24606, 2.21656
0.222599, 9.22957, 2.21709
0.222813, 9.21315, 2.218
0.230722, 9.19677, 2.21928
0.241464, 9.18042, 2.22091
0.249724, 9.1641, 2.2229
0.259564, 9.14782, 2.22524
0.270889, 9.13158, 2.22792
0.278433, 9.11539, 2.23095
0.289471, 9.09925, 2.23432
0.299587, 9.08316, 2.23803
0.313052, 9.06713, 2.24208
0.320408, 9.05116, 2.24647
0.331797, 9.03526, 2.2512
0.340322, 9.01942, 2.25627
0.349331, 9.00366, 2.26167
0.360603, 8.98798, 2.26742
0.369381, 8.97238, 2.2735
0.399569, 8.95687, 2.27993
0.409683, 8.94147, 2.28668
0.410906, 8.92617, 2.29378
0.418894, 8.91099, 2.30121
0.43078, 8.89594, 2.30897
0.442742, 8.881, 2.31707
0.450466, 8.86618, 2.32549
0.465063, 8.85145, 2.3342
0.471579, 8.8368, 2.34313
0.481289, 8.82221, 2.35227
0.489407, 8.80771, 2.36167
0.499993, 8.79327, 2.37129
0.512739, 8.77887, 2.38109
0.520506, 8.76448, 2.39104
0.529283, 8.75008, 2.40111
0.538378, 8.73565, 2.41127
0.549449, 8.72116, 2.42149
0.56127, 8.7066, 2.43175
0.56946, 8.69196, 2.44205
0.578326, 8.67728, 2.45242
0.591766, 8.66254, 2.46286
0.600218, 8.64773, 2.47334
0.609954, 8.63287, 2.48391
0.618448, 8.61794, 2.49454
0.632242, 8.60293, 2.5052
0.642219, 8.58785, 2.51593
0.654474, 8.57269, 2.52671
0.666289, 8.55743, 2.5375
0.679272, 8.5421, 2.54834
0.683435, 8.52669, 2.55922
0.699856, 8.49565, 2.58114
