0.00703952, 0.144777, -0.229348, 0
0.0666885, 0.204767, -0.230418, 1
0.126507, 0.264756, -0.231568, 1
0.186516, 0.324743, -0.232804, 1
0.246446, 0.384718, -0.234523, 1
0.30866, 0.444684, -0.236538, 1
0.368014, 0.504648, -0.23862, 1
0.426883, 0.564609, -0.24076, 1
0.486513, 0.624569, -0.242958, 1
0.546891, 0.684527, -0.245213, 1
0.607159, 0.744482, -0.247527, 1
0.675234, 0.804435, -0.249897, 1
0.728456, 0.864386, -0.252326, 1
0.787158, 0.924334, -0.254812, 1
0.846514, 0.98428, -0.257355, 1
0.906388, 1.04422, -0.259956, 1
0.966525, 1.10417, -0.26254, 1
1.02678, 1.16413, -0.264525, 1
1.08649, 1.22408, -0.266993, 1
1.14652, 1.28403, -0.269564, 1
1.20647, 1.34397, -0.272194, 1
1.26689, 1.40391, -0.274881, 1
1.32691, 1.46385, -0.277626, 1
1.38666, 1.52378, -0.280429, 1
1.44824, 1.58371, -0.28329, 1
1.50674, 1.64367, -0.285676, 1
1.56843, 1.70361, -0.288292, 1
1.62689, 1.76354, -0.291089, 1
1.6865, 1.82347, -0.293949, 1
1.74756, 1.88343, -0.296312, 1
1.80633, 1.94338, -0.298573, 1
1.86725, 2.00333, -0.301232, 1
1.92716, 2.06329, -0.303145, 1
1.98649, 2.12325, -0.305334, 1
2.04637, 2.1832, -0.307809, 1
2.1069, 2.24315, -0.310352, 1
2.16674, 2.30312, -0.312328, 1
2.22693, 2.36307, -0.31468, 1
2.28642, 2.42302, -0.317163, 1
2.34645, 2.48296, -0.319706, 1
2.40638, 2.54291, -0.322308, 1
2.46865, 2.60285, -0.324966, 1
2.52788, 2.66279, -0.327683, 1
2.58681, 2.72272, -0.330457, 1
2.64641, 2.78266, -0.333288, 1
2.70805, 2.84259, -0.336178, 1
2.76822, 2.90252, -0.338997, 1
2.82648, 2.96249, -0.340974, 1
2.88636, 3.02247, -0.34234, 1
2.94637, 3.08247, -0.342531, 1
3.00647, 3.14247, -0.342038, 1
3.06664, 3.20244, -0.340508, 1
3.12646, 3.2624, -0.338297, 1
3.18688, 3.32236, -0.335898, 1
3.24643, 3.38232, -0.333758, 1
3.30645, 3.44227, -0.331379, 1
3.36638, 3.50222, -0.328841, 1
3.42756, 3.56218, -0.326916, 1
3.48788, 3.62213, -0.32438, 1
3.55043, 3.68209, -0.322075, 1
3.60653, 3.74202, -0.319302, 1
3.6684, 3.80197, -0.316766, 1
3.72648, 3.86192, -0.314515, 1
3.78656, 3.92188, -0.312331, 1
3.8464, 3.98185, -0.310206, 1
3.90633, 4.04181, -0.308138, 1
3.96644, 4.10178, -0.306127, 1
4.0266, 4.16175, -0.304174, 1
4.08639, 4.22172, -0.302279, 1
4.14705, 4.28169, -0.300442, 1
4.20642, 4.34166, -0.298662, 1
4.26651, 4.40164, -0.29694, 1
4.32679, 4.46161, -0.295275, 1
4.38929, 4.52159, -0.293668, 1
4.44854, 4.58157, -0.292119, 1
4.50718, 4.64155, -0.290627, 1
4.56638, 4.70154, -0.289193, 1
4.62671, 4.76152, -0.287817, 1
4.68637, 4.82151, -0.286498, 1
4.74637, 4.88149, -0.285237, 1
4.80641, 4.94148, -0.284033, 1
4.86654, 5.00147, -0.282888, 1
4.92646, 5.06146, -0.281648, 1
4.98666, 5.12133, -0.277904, 1
5.04644, 5.18091, -0.270853, 1
5.10682, 5.24, -0.260484, 1
5.16646, 5.29839, -0.246746, 1
5.22655, 5.35609, -0.230304, 1
5.28642, 5.41316, -0.211766, 1
5.34727, 5.47028, -0.193405, 1
5.40823, 5.52748, -0.175287, 1
5.46695, 5.58451, -0.156668, 1
5.52642, 5.64113, -0.136807, 1
5.58826, 5.69708, -0.115146, 1
5.64641, 5.75247, -0.0920885, 1
5.70641, 5.80713, -0.0673534, 1
5.7664, 5.86139, -0.0417502, 1
5.81812, 5.91221, -0.0168548, 3
5.86762, 5.96472, 0.00942709, 3
5.90848, 6.01248, 0.0330093, 3
5.94665, 6.07035, 0.0614817, 3
5.97818, 6.11983, 0.0853144, 3
6.00638, 6.17371, 0.110999, 3
6.03909, 6.23087, 0.138586, 2
6.06676, 6.28747, 0.167488, 2
6.09836, 6.3448, 0.198666, 3
6.12647, 6.40407, 0.232346, 2
6.15903, 6.46306, 0.267211, 2
6.18667, 6.52084, 0.302946, 3
6.21813, 6.5795, 0.340589, 3
6.24669, 6.63983, 0.380729, 3
6.27987, 6.6992, 0.421692, 3
6.30969, 6.75761, 0.463596, 2
6.33872, 6.81143, 0.504987, 1
6.36665, 6.85723, 0.543719, 1
6.40174, 6.89404, 0.579603, 1
6.43917, 6.92933, 0.62285, 1
6.48641, 6.95929, 0.672288, 1
6.53805, 6.98195, 0.719887, 1
6.58703, 7.00046, 0.767348, 1
6.63815, 7.01562, 0.815333, 1
6.68644, 7.02762, 0.86398, 1
6.73867, 7.0365, 0.913217, 1
6.7865, 7.04225, 0.962892, 1
6.83907, 7.045, 1.01438, 2
6.88634, 7.0456, 1.06893, 2
6.93802, 7.04287, 1.12222, 1
6.99038, 7.03607, 1.17293, 1
7.03848, 7.02561, 1.22293, 1
7.08658, 7.01181, 1.2752, 1
7.1385, 6.99579, 1.32522, 1
7.18699, 6.9763, 1.37222, 1
7.23884, 6.95392, 1.41726, 1
7.28642, 6.92877, 1.46059, 1
7.33812, 6.90092, 1.50215, 1
7.38723, 6.87083, 1.5421, 1
7.43807, 6.83997, 1.58144, 1
7.48639, 6.809, 1.6207, 1
7.53821, 6.77798, 1.65991, 1
7.598, 6.73932, 1.70579, 1
7.65802, 6.69792, 1.7492, 1
7.70678, 6.66038, 1.78449, 1
7.7581, 6.62214, 1.81767, 1
7.80639, 6.58266, 1.84871, 1
7.85849, 6.54073, 1.87965, 1
7.90666, 6.49891, 1.9105, 1
7.95874, 6.45822, 1.94072, 1
8.00672, 6.41811, 1.97097, 1
8.05807, 6.37811, 2.00111, 1
8.10672, 6.33826, 2.03135, 1
8.15964, 6.29844, 2.06161, 1
8.20637, 6.25851, 2.0917, 1
8.25816, 6.21879, 2.12207, 1
8.31869, 6.17002, 2.15702, 1
8.3785, 6.11934, 2.18911, 1
8.43948, 6.06657, 2.21764, 1
8.4982, 6.0119, 2.24232, 1
8.55801, 5.95573, 2.26339, 1
8.61804, 5.89851, 2.28143, 1
8.67915, 5.84092, 2.29828, 1
8.73804, 5.78347, 2.31558, 1
8.7993, 5.72582, 2.33219, 1
8.85807, 5.66707, 2.34428, 1
8.91888, 5.60747, 2.35102, 1
8.97847, 5.54751, 2.35267, 1
9.02688, 5.49663, 2.35033, 2
9.07817, 5.44291, 2.34549, 2
9.12639, 5.38283, 2.33689, 3
9.16641, 5.32719, 2.32818, 3
9.20637, 5.2625, 2.31774, 3
9.24672, 5.19768, 2.30826, 1
9.28639, 5.13651, 2.29902, 3
9.31882, 5.08448, 2.29055, 3
9.34674, 5.02733, 2.28202, 3
9.37811, 4.9656, 2.2747, 3
9.40666, 4.89984, 2.26991, 3
9.43868, 4.83647, 2.26951, 1
9.46668, 4.78173, 2.27265, 1
9.50654, 4.7221, 2.27829, 1
9.55834, 4.66234, 2.2843, 1
9.60637, 4.6089, 2.28648, 1
9.65814, 4.5578, 2.2833, 1
9.71017, 4.50824, 2.27418, 1
9.75835, 4.45986, 2.26101, 1
9.80636, 4.41236, 2.24523, 1
9.85815, 4.36506, 2.22896, 1
9.90805, 4.31768, 2.21297, 1
9.9593, 4.27019, 2.19733, 1
10.0064, 4.22256, 2.18212, 1
10.0581, 4.17489, 2.16703, 1
10.1185, 4.118, 2.14797, 1
10.1782, 4.06191, 2.12667, 1
10.2384, 4.00639, 2.10393, 1
10.2981, 3.95141, 2.0799, 1
10.3588, 3.897, 2.05462, 1
10.4184, 3.84294, 2.02858, 1
10.479, 3.78885, 2.00262, 1
10.538, 3.73471, 1.97677, 1
10.5981, 3.68013, 1.95185, 1
10.6581, 3.62504, 1.92808, 1
10.7184, 3.56944, 1.90552, 1
10.7781, 3.51355, 1.8837, 1
10.8386, 3.45725, 1.86296, 1
10.8981, 3.40051, 1.84347, 1
10.9581, 3.34372, 1.8241, 1
11.018, 3.28702, 1.80447, 1
11.0786, 3.23014, 1.78538, 1
11.138, 3.17256, 1.76855, 1
11.1994, 3.11433, 1.75408, 1
11.2581, 3.05554, 1.74213, 1
11.32, 2.9963, 1.73263, 1
11.3806, 2.93676, 1.72526, 1
11.4434, 2.87712, 1.71865, 1
11.4987, 2.81751, 1.71182, 1
11.5581, 2.75789, 1.7051, 1
11.618, 2.69798, 1.70222, 1
11.6786, 2.63814, 1.70595, 1
11.738, 2.57893, 1.71555, 1
11.7992, 2.52077, 1.73022, 1
11.8583, 2.46399, 1.74957, 1
11.9181, 2.40875, 1.77295, 1
11.9782, 2.35431, 1.79818, 1
12.0388, 2.29979, 1.82322, 1
12.0981, 2.24518, 1.84807, 1
12.1585, 2.19078, 1.87339, 1
12.2185, 2.13674, 1.89945, 1
12.281, 2.08294, 1.92601, 1
12.3383, 2.0295, 1.9533, 1
12.3987, 1.97643, 1.98129, 1
12.4581, 1.92336, 2.00929, 1
12.518, 1.87031, 2.03731, 1
12.5781, 1.81717, 2.06517, 1
12.6387, 1.76412, 2.09321, 1
12.698, 1.71093, 2.12096, 1
12.7588, 1.65751, 2.14828, 1
12.8181, 1.60403, 2.17548, 1
12.8789, 1.55049, 2.20258, 1
12.9381, 1.49691, 2.22957, 1
12.999, 1.44328, 2.25646, 1
13.0581, 1.38984, 2.28375, 1
13.1184, 1.33668, 2.31157, 1
13.1769, 1.28382, 2.33996, 1
13.2389, 1.23146, 2.36925, 1
13.2981, 1.1794, 2.39908, 1
13.36, 1.12762, 2.4294, 1
13.4204, 1.07614, 2.46022, 1
13.4793, 1.0249, 2.49142, 1
13.538, 0.973481, 2.52235, 1
13.5988, 0.922141, 2.5534, 1
13.658, 0.871329, 2.5853, 1
13.7185, 0.821514, 2.61874, 1
13.7783, 0.772825, 2.6538, 1
13.838, 0.725135, 2.69021, 1
13.898, 0.678273, 2.72767, 1
13.9587, 0.632318, 2.76625, 1
14.018, 0.586378, 2.80484, 1
14.079, 0.540396, 2.84339, 1
14.1381, 0.494709, 2.88228, 1
14.1994, 0.450067, 2.92236, 1
14.2589, 0.40676, 2.96389, 1
14.3187, 0.364421, 3.0064, 1
14.3801, 0.323482, 3.05026, 1
14.4382, 0.283829, 3.09529, 1
14.4981, 0.244701, 3.14077, 1
14.558, 0.205566, 3.18625, 1
14.618, 0.166394, 3.2317, 1
14.6792, 0.126869, 3.27684, 1
14.7382, 0.0866755, 3.32139, 1
14.7981, 0.0460571, 3.36555, 1
14.858, 0.00476766, 3.40908, 1
14.9194, -0.0368764, 3.45228, 1
14.9782, -0.0788523, 3.49515, 1
15.0388, -0.121066, 3.53779, 1
15.0981, -0.162966, 3.58073, 1
15.1582, -0.20498, 3.62357, 1
15.2187, -0.247876, 3.66551, 1
15.281, -0.29176, 3.70643, 1
15.3389, -0.336546, 3.74636, 1
15.4011, -0.382312, 3.78515, 1
15.4598, -0.428857, 3.82302, 1
15.518, -0.47564, 3.86058, 1
15.5787, -0.522225, 3.8984, 1
15.6389, -0.568751, 3.93628, 1
15.6981, -0.614907, 3.97462, 1
15.7581, -0.660466, 4.01366, 1
15.8182, -0.705247, 4.05359, 1
15.8793, -0.749585, 4.09401, 1
15.938, -0.79353, 4.13486, 1
15.9984, -0.837355, 4.17584, 1
16.0581, -0.881332, 4.21666, 1
16.1186, -0.925335, 4.25745, 1
16.1782, -0.969779, 4.29776, 1
16.2385, -1.01433, 4.33794, 1
16.2981, -1.05923, 4.37774, 1
16.3591, -1.10442, 4.41721, 1
16.4181, -1.14972, 4.45656, 1
16.4796, -1.1949, 4.49604, 1
16.5386, -1.24014, 4.53544, 1
16.6016, -1.28555, 4.57467, 1
16.6583, -1.33161, 4.61312, 1
16.7182, -1.37802, 4.65114, 1
16.7782, -1.42474, 4.68879, 1
16.838, -1.47229, 4.72538, 1
16.898, -1.5204, 4.76123, 1
16.9583, -1.56846, 4.79715, 1
17.0181, -1.61664, 4.8329, 1
17.0784, -1.66456, 4.86902, 1
17.1383, -1.71249, 4.90511, 1
17.1983, -1.76073, 4.94078, 1
17.2581, -1.80951, 4.97572, 1
17.3185, -1.85857, 5.01026, 1
17.3782, -1.9079, 5.04442, 1
17.4382, -1.95748, 5.0782, 1
17.4982, -2.00733, 5.1116, 1
17.5592, -2.05701, 5.14523, 1
17.6184, -2.10663, 5.17897, 1
17.6808, -2.1563, 5.21263, 1
