0.013277,-0.229355,2.0
0.560929,-0.240872,2.0
1.07316,-0.26297,2.0
1.58618,-0.28084,2.0
2.1103,-0.302556,2.0
2.63816,-0.321345,2.0
3.16889,-0.34936,2.0
3.70411,-0.329091,2.0
4.22867,-0.30392,2.0
4.76203,-0.285088,2.0
5.32133,-0.271853,2.0
5.82517,-0.107088,2.0
6.43856,0.205966,2.0
6.90087,0.667131,2.0
7.10284,1.15733,2.0
6.61611,1.83462,2.0
5.99446,2.30412,2.0
5.50411,2.444,2.0
4.98734,2.35031,2.0
4.47971,2.18145,2.0
3.9533,2.04027,2.0
3.49413,1.83369,2.0
3.0116,1.67619,2.0
2.49684,1.62951,2.0
1.99992,1.87473,2.0
1.56175,2.1292,2.0
1.1027,2.38147,2.0
0.669253,2.65836,2.0
0.270005,3.00969,2.0
-0.056339,3.41076,2.0
-0.402081,3.78046,2.0
-0.768792,4.08382,2.0
-1.09709,4.39583,2.0
-1.48229,4.73434,2.0
-1.93022,5.0694,2.0
-2.4036,5.38656,2.0
-2.89617,5.29839,2.0
-3.27147,4.92291,2.0
-3.39639,4.43033,2.0
-3.21176,3.94985,2.0
-2.80536,3.51391,2.0
-2.30928,3.38553,2.0
-1.88674,3.19913,2.0
-1.67091,2.72884,2.0
-1.80612,2.23063,2.0
-2.16561,1.87871,2.0
-2.67447,1.82709,2.0
-3.18323,1.84183,2.0
-3.70856,1.91648,2.0
-4.20449,2.0813,2.0
-4.53181,2.34974,2.0
-4.7059,2.83493,2.0
-4.75264,3.34065,2.0
-4.75662,3.83364,2.0
-4.80355,4.35499,2.0
-4.80593,4.85926,2.0
-4.90708,5.36675,2.0
-5.0649,5.80108,2.0
-5.47487,6.08737,2.0
-6.00231,6.24058,2.0
-6.46665,6.019,2.0
-6.6251,5.57817,2.0
-6.8,4.93741,2.0
-6.8,4.20839,2.0
-6.8,3.70867,2.0
-6.8,3.16045,2.0
-6.8,2.60658,2.0
-6.8,2.07939,2.0
-6.75,1.54917,2.0
-6.7,1.05837,2.0
-6.655338,0.610385,2.0
-6.38468,0.304492,2.0
-5.86149,0.106936,2.0
-5.35472,0.000318,2.0
-4.84089,-0.024038,2.0
-4.32476,-0.041864,2.0
-3.82411,-0.065632,2.0
-3.2136,-0.08813,2.0
-2.71126,-0.103822,2.0
-2.18393,-0.127091,2.0
-1.68642,-0.148261,2.0
-1.18866,-0.169726,2.0
-0.659195,-0.182667,2.0
0.013277,-0.209355,2.0
