file_name,average_lap_time,standard_deviation
laptime_fixed_15.csv,16.8325,0.0777
laptime_fixed_10.csv,16.8618,0.1128
laptime_fixed_20.csv,16.9188,0.1211
laptime_adaptive_05_30.csv,17.2230,0.0788
