lap,time,velocity,lookahead,x,y
1,2.0037152767181396,11.532808303833008,4.474460601806641,-14.691602225398393,-1.2756231316150477
1,2.009559154510498,11.532808303833008,4.474460601806641,-14.755279082144785,-1.317985806657249
1,2.0112550258636475,11.532808303833008,4.474460601806641,-14.755279082144785,-1.317985806657249
1,2.0167198181152344,11.532808303833008,4.474460601806641,-14.755279082144785,-1.317985806657249
1,2.0231635570526123,11.532808303833008,4.474460601806641,-14.81967325637548,-1.3609036074031762
1,2.0244297981262207,11.532808303833008,4.474460601806641,-14.81967325637548,-1.3609036074031762
1,2.0286684036254883,11.521024703979492,4.469889163970947,-14.884784318694997,-1.4043582477554581
1,2.0342466831207275,11.521024703979492,4.469889163970947,-14.884784318694997,-1.4043582477554581
1,2.034876823425293,11.521024703979492,4.469889163970947,-14.884784318694997,-1.4043582477554581
1,2.0390913486480713,11.521024703979492,4.469889163970947,-14.950594004896466,-1.4483588186464553
1,2.0440351963043213,11.521024703979492,4.469889163970947,-14.950594004896466,-1.4483588186464553
1,2.0501322746276855,11.508345603942871,4.464969635009766,-15.017102581208361,-1.4928872712348082
1,2.0509419441223145,11.508345603942871,4.464969635009766,-15.017102581208361,-1.4928872712348082
1,2.0549564361572266,11.508345603942871,4.464969635009766,-15.017102581208361,-1.4928872712348082
1,2.060342311859131,11.508345603942871,4.464969635009766,-15.084292146340642,-1.5379532768093833
1,2.063298463821411,11.508345603942871,4.464969635009766,-15.084292146340642,-1.5379532768093833
1,2.067957639694214,11.508345603942871,4.464969635009766,-15.152163595607513,-1.5835389933841741
1,2.07450532913208,11.508345603942871,4.464969635009766,-15.152163595607513,-1.5835389933841741
1,2.0748684406280518,11.508345603942871,4.459742546081543,-15.152163595607513,-1.5835389933841741
1,2.0792596340179443,11.494873046875,4.459742546081543,-15.220699346965766,-1.629654615098724
1,2.08325457572937,11.494873046875,4.459742546081543,-15.220699346965766,-1.629654615098724
1,2.088606595993042,11.494873046875,4.459742546081543,-15.289900872594632,-1.6762824736042414
1,2.0923662185668945,11.494873046875,4.459742546081543,-15.289900872594632,-1.6762824736042414
1,2.095292806625366,11.48031234741211,4.4540934562683105,-15.289900872594632,-1.6762824736042414
1,2.100825786590576,11.48031234741211,4.4540934562683105,-15.35975087637969,-1.7234332298250559
1,2.103515148162842,11.48031234741211,4.4540934562683105,-15.35975087637969,-1.7234332298250559
1,2.1084389686584473,11.48031234741211,4.4540934562683105,-15.430251365129262,-1.7710893563397667
1,2.1114413738250732,11.48031234741211,4.4540934562683105,-15.430251365129262,-1.7710893563397667
1,2.1168010234832764,11.48031234741211,4.4540934562683105,-15.430251365129262,-1.7710893563397667
1,2.120122194290161,11.48031234741211,4.4540934562683105,-15.501385302175713,-1.8192619286798677
1,2.123141050338745,11.48031234741211,4.4540934562683105,-15.501385302175713,-1.8192619286798677
1,2.12831711769104,11.46464729309082,4.4480156898498535,-15.57315519348986,-1.867933530393402
1,2.1309030055999756,11.46464729309082,4.4480156898498535,-15.57315519348986,-1.867933530393402
1,2.1350479125976562,11.46464729309082,4.4480156898498535,-15.57315519348986,-1.867933530393402
1,2.1395277976989746,11.46464729309082,4.4480156898498535,-15.645544239689572,-1.917115604810277
1,2.153366804122925,11.46464729309082,4.4480156898498535,-15.645544239689572,-1.917115604810277
1,2.1568310260772705,11.4481840133667,4.441628456115723,-15.71855541494151,-1.966790820535792
1,2.1593823432922363,11.4481840133667,4.441628456115723,-15.792172137614676,-2.0169709479243236
1,2.162891387939453,11.4481840133667,4.441628456115723,-15.792172137614676,-2.0169709479243236
1,2.168077230453491,11.4481840133667,4.441628456115723,-15.86639782209448,-2.067638719304762
1,2.1716110706329346,11.4481840133667,4.441628456115723,-15.86639782209448,-2.067638719304762
1,2.1753251552581787,11.430815696716309,4.434889793395996,-15.86639782209448,-2.067638719304762
1,2.1807281970977783,11.430815696716309,4.434889793395996,-15.941216086538551,-2.118806197357325
1,2.183577537536621,11.430815696716309,4.434889793395996,-15.941216086538551,-2.118806197357325
1,2.1876416206359863,11.430815696716309,4.434889793395996,-16.016630759630907,-2.1704561613528632
1,2.191274881362915,11.430815696716309,4.434889793395996,-16.016630759630907,-2.1704561613528632
1,2.1981163024902344,11.41214370727539,4.427645683288574,-16.016630759630907,-2.1704561613528632
1,2.199068546295166,11.41214370727539,4.427645683288574,-16.092625642341503,-2.22260093727935
1,2.2094244956970215,11.41214370727539,4.427645683288574,-16.092625642341503,-2.22260093727935
1,2.209913969039917,11.41214370727539,4.427645683288574,-16.169204953272697,-2.2752233387225282
1,2.211057186126709,11.41214370727539,4.427645683288574,-16.169204953272697,-2.2752233387225282
1,2.215325117111206,11.392675399780273,4.4200921058654785,-16.169204953272697,-2.2752233387225282
1,2.220974922180176,11.392675399780273,4.4200921058654785,-16.24635265995422,-2.328335930980457
1,2.2230441570281982,11.392675399780273,4.4200921058654785,-16.24635265995422,-2.328335930980457
1,2.227956771850586,11.392675399780273,4.4200921058654785,-16.324073347828612,-2.38192155287273
1,2.2310032844543457,11.392675399780273,4.4200921058654785,-16.324073347828612,-2.38192155287273
1,2.2361366748809814,11.392675399780273,4.4200921058654785,-16.324073347828612,-2.38192155287273
1,2.2392146587371826,11.392675399780273,4.4200921058654785,-16.40235113539839,-2.4359929892438674
1,2.243178129196167,11.392675399780273,4.4200921058654785,-16.40235113539839,-2.4359929892438674
1,2.252429723739624,11.37241268157959,4.412230968475342,-16.481190953103514,-2.490533097918164
1,2.253835916519165,11.37241268157959,4.412230968475342,-16.481190953103514,-2.490533097918164
1,2.255176305770874,11.37241268157959,4.412230968475342,-16.481190953103514,-2.490533097918164
1,2.2607314586639404,11.37241268157959,4.412230968475342,-16.560577055552702,-2.545554866949415
1,2.263080596923828,11.37241268157959,4.412230968475342,-16.560577055552702,-2.545554866949415
1,2.2683212757110596,11.350821495056152,4.403853893280029,-16.64051469759919,-2.601041169100418
1,2.2743682861328125,11.350821495056152,4.403853893280029,-16.64051469759919,-2.601041169100418
1,2.275360584259033,11.350821495056152,4.403853893280029,-16.64051469759919,-2.601041169100418
1,2.2796802520751953,11.350821495056152,4.403853893280029,-16.72098825591374,-2.6570051819670533
1,2.2829811573028564,11.350821495056152,4.403853893280029,-16.72098825591374,-2.6570051819670533
1,2.2884273529052734,11.328385353088379,4.395149230957031,-16.802003290493495,-2.7134297907230938
1,2.291317939758301,11.328385353088379,4.395149230957031,-16.802003290493495,-2.7134297907230938
1,2.2952747344970703,11.328385353088379,4.395149230957031,-16.802003290493495,-2.7134297907230938
1,2.300719738006592,11.328385353088379,4.395149230957031,-16.883533710102945,-2.7703212720542516
1,2.3047351837158203,11.328385353088379,4.395149230957031,-16.883533710102945,-2.7703212720542516
